hour,readtime,commercial heat,residential heat,total electricity
2302,2017-04-06 21:00,464.4386248,423.8657666,97.80164877
2303,2017-04-06 22:00,475.4507311,429.9035666,87.48499883
2304,2017-04-06 23:00,490.941282,436.482557,81.02889709
2305,2017-04-07 00:00,540.9700049,445.1517268,77.28132421
2306,2017-04-07 01:00,554.660723,454.8517048,75.90150753
2307,2017-04-07 02:00,573.4110067,465.8190702,76.10963918
2308,2017-04-07 03:00,585.5546924,472.194189,84.25940535
2309,2017-04-07 04:00,593.2018311,477.2485971,103.9847991
2310,2017-04-07 05:00,577.3511788,466.7466847,113.8676562
2311,2017-04-07 06:00,536.2532546,437.6079988,111.3236717
2312,2017-04-07 07:00,507.977223,414.2712199,109.0245109
2313,2017-04-07 08:00,483.0812492,399.842036,106.1904692
2314,2017-04-07 09:00,460.4284019,387.4061682,102.1602733
2315,2017-04-07 10:00,441.0304215,374.367851,99.73014697
2316,2017-04-07 11:00,426.7419736,363.0131401,97.14976097
2317,2017-04-07 12:00,422.4587035,357.1138707,97.25619272
2318,2017-04-07 13:00,417.674378,349.4064219,100.704686
2319,2017-04-07 14:00,421.3011962,343.5249123,111.3553698
2320,2017-04-07 15:00,437.3233221,352.1365778,135.1595476
2321,2017-04-07 16:00,458.1820176,365.2474661,140.8981776
2322,2017-04-07 17:00,474.3603245,380.1431893,132.3356532
2323,2017-04-07 18:00,488.6996386,391.876608,128.8416126
2324,2017-04-07 19:00,500.3133219,404.352014,121.884874
2325,2017-04-07 20:00,510.9070115,413.4507535,109.3098505
2326,2017-04-07 21:00,519.0896219,420.7725931,95.01196233
2327,2017-04-07 22:00,532.4500577,429.3986547,82.47759672
2328,2017-04-07 23:00,544.1898172,439.6059048,74.73580072
2329,2017-04-08 00:00,536.8389154,450.3087208,71.21645419
2330,2017-04-08 01:00,545.9047834,457.0058403,70.04480899
2331,2017-04-08 02:00,554.8244749,465.1493655,70.58307529
2332,2017-04-08 03:00,568.5882518,473.7057633,71.53541049
2333,2017-04-08 04:00,565.5511941,470.988555,80.11829541
2334,2017-04-08 05:00,565.1559322,468.6796016,98.67588857
2335,2017-04-08 06:00,558.339215,462.3901392,118.1875504
2336,2017-04-08 07:00,521.3897434,439.2129443,128.7025126
2337,2017-04-08 08:00,475.6937824,412.1837248,125.9806272
2338,2017-04-08 09:00,456.0363039,400.2063436,122.6325666
2339,2017-04-08 10:00,427.9582051,382.1337367,118.872233
2340,2017-04-08 11:00,419.1164817,374.2667683,116.4135678
2341,2017-04-08 12:00,431.4195058,373.0998168,114.2190712
2342,2017-04-08 13:00,429.2257045,370.2493682,114.7619627
2343,2017-04-08 14:00,434.5744883,376.2840821,122.8868641
2344,2017-04-08 15:00,442.8785659,381.8344521,145.5848661
2345,2017-04-08 16:00,460.7753689,395.1227777,149.505276
2346,2017-04-08 17:00,488.5145685,413.9453089,137.7213351
2347,2017-04-08 18:00,521.8241641,436.570294,130.3212765
2348,2017-04-08 19:00,556.8154775,456.4320946,121.6123048
2349,2017-04-08 20:00,572.4212683,464.7344366,109.9101702
2350,2017-04-08 21:00,582.8790815,470.637538,96.50646606
2351,2017-04-08 22:00,599.5953381,478.9305215,89.95742391
2352,2017-04-08 23:00,612.6998167,485.4998797,83.97422985
2353,2017-04-09 00:00,625.016164,491.674518,80.10675541
2354,2017-04-09 01:00,620.3918457,491.8068952,78.04477604
2355,2017-04-09 02:00,624.3033013,497.374804,77.65655491
2356,2017-04-09 03:00,627.5672742,503.0067809,79.16088304
2357,2017-04-09 04:00,624.5629674,504.7622091,85.23061837
2358,2017-04-09 05:00,606.172669,496.9508196,101.2968283
2359,2017-04-09 06:00,561.7601603,466.5756535,119.811999
2360,2017-04-09 07:00,522.5760055,436.5201632,126.2045169
2361,2017-04-09 08:00,492.2568918,411.6695929,123.8684879
2362,2017-04-09 09:00,466.031046,396.0636004,118.5704324
2363,2017-04-09 10:00,445.9311256,378.8164343,111.7464769
2364,2017-04-09 11:00,438.2403818,372.4488643,104.5107234
2365,2017-04-09 12:00,422.8623528,363.6038213,99.01417296
2366,2017-04-09 13:00,433.471308,370.3642702,97.05082117
2367,2017-04-09 14:00,428.9361337,365.3907413,103.4425293
2368,2017-04-09 15:00,442.6789739,373.7608576,128.6607774
2369,2017-04-09 16:00,471.0075373,388.6118403,135.2501258
2370,2017-04-09 17:00,501.5545491,411.0846661,126.7298696
2371,2017-04-09 18:00,540.2859804,440.7307326,123.6274043
2372,2017-04-09 19:00,570.7863962,466.0287877,117.9262461
2373,2017-04-09 20:00,587.2899901,482.5100822,103.3659133
2374,2017-04-09 21:00,592.3560256,490.0328851,87.19642604
2375,2017-04-09 22:00,605.1049492,503.0651346,76.10678377
2376,2017-04-09 23:00,614.192646,511.6461056,69.55419059
2377,2017-04-10 00:00,652.3043128,515.4613905,65.67458315
2378,2017-04-10 01:00,645.9142528,511.5820287,65.17551678
2379,2017-04-10 02:00,643.8888651,512.2550447,65.11357099
2380,2017-04-10 03:00,650.0325257,518.8203048,71.15705545
2381,2017-04-10 04:00,652.2523733,521.562822,81.96159092
2382,2017-04-10 05:00,642.32243,509.0859341,95.17128997
2383,2017-04-10 06:00,609.8231684,474.0606808,105.0573955
2384,2017-04-10 07:00,571.3960293,437.4894552,108.3639328
2385,2017-04-10 08:00,543.5180701,412.1282192,107.110986
2386,2017-04-10 09:00,511.0438853,384.0190205,104.2078621
2387,2017-04-10 10:00,479.5292935,360.8060449,102.505376
2388,2017-04-10 11:00,472.6030174,350.5916099,99.89179417
2389,2017-04-10 12:00,467.1958166,348.072641,98.47586418
2390,2017-04-10 13:00,469.7363312,349.0257709,100.5492248
2391,2017-04-10 14:00,472.1222946,352.8133989,112.7909859
2392,2017-04-10 15:00,481.7610369,359.21526,144.1327375
2393,2017-04-10 16:00,496.0626768,372.8355714,147.7471058
2394,2017-04-10 17:00,511.3699993,392.4094075,139.629025
2395,2017-04-10 18:00,536.248422,416.733783,134.4092188
2396,2017-04-10 19:00,554.3908398,433.2847699,128.6455692
2397,2017-04-10 20:00,566.7257691,446.3361086,115.3906238
2398,2017-04-10 21:00,572.0462827,453.9742903,99.01104375
2399,2017-04-10 22:00,574.9095665,456.7985592,88.85541969
2400,2017-04-10 23:00,582.9854277,466.057228,84.03253861
2401,2017-04-11 00:00,572.7766796,468.1824342,82.11052774
2402,2017-04-11 01:00,573.4842059,468.6350225,81.83202814
2403,2017-04-11 02:00,578.2219453,475.1180199,83.06044835
2404,2017-04-11 03:00,579.4611682,475.5728071,89.36086732
2405,2017-04-11 04:00,579.6054842,473.7465722,99.00172688
2406,2017-04-11 05:00,567.7927946,464.8177627,110.0961651
2407,2017-04-11 06:00,539.6325769,439.455226,116.4426931
2408,2017-04-11 07:00,510.2513814,412.4767043,119.6601234
2409,2017-04-11 08:00,483.3508111,387.6948803,114.2790859
2410,2017-04-11 09:00,461.1848833,363.3310968,109.4449504
2411,2017-04-11 10:00,442.6387353,344.5988169,105.2606304
2412,2017-04-11 11:00,433.0426235,336.6215081,99.99774823
2413,2017-04-11 12:00,409.4627103,313.3462692,98.64803982
2414,2017-04-11 13:00,408.3365152,311.699923,100.9595396
2415,2017-04-11 14:00,396.3429368,303.3305267,111.9824058
2416,2017-04-11 15:00,412.1484758,311.6245764,143.5997481
2417,2017-04-11 16:00,421.1169495,321.6690368,151.4884782
2418,2017-04-11 17:00,438.5206646,344.346458,143.6906763
2419,2017-04-11 18:00,473.2024731,376.6238646,137.1533801
2420,2017-04-11 19:00,496.9261818,399.3315474,127.1692364
2421,2017-04-11 20:00,520.9788139,419.7274445,112.7394517
2422,2017-04-11 21:00,533.7432232,431.8414731,96.75587212
2423,2017-04-11 22:00,545.1180683,444.469483,85.66882504
2424,2017-04-11 23:00,554.9577747,453.107417,78.44638909
2425,2017-04-12 00:00,525.8206019,458.265035,75.52399738
2426,2017-04-12 01:00,540.0088589,468.9047655,74.34446566
2427,2017-04-12 02:00,547.3016431,473.9392404,74.58105907
2428,2017-04-12 03:00,553.8918588,476.3249899,79.19888525
2429,2017-04-12 04:00,553.9065772,475.2593201,89.62383197
2430,2017-04-12 05:00,532.6217836,460.3207455,102.0264991
2431,2017-04-12 06:00,482.9338323,429.6210482,113.9918791
2432,2017-04-12 07:00,446.7805971,407.5088421,118.8406903
2433,2017-04-12 08:00,421.0560669,390.3240699,117.4850539
2434,2017-04-12 09:00,415.6983332,385.002042,116.1795129
2435,2017-04-12 10:00,408.5284429,376.7504729,113.6741174
2436,2017-04-12 11:00,395.4900933,367.8879114,112.0647053
2437,2017-04-12 12:00,379.5221538,358.7740961,109.3001564
2438,2017-04-12 13:00,384.6312243,364.3575577,109.7999789
2439,2017-04-12 14:00,385.1646465,366.5551054,119.0211626
2440,2017-04-12 15:00,397.0343975,373.1805672,143.5548353
2441,2017-04-12 16:00,416.6318926,386.0469282,149.3298635
2442,2017-04-12 17:00,432.8821234,397.9854159,141.4040316
2443,2017-04-12 18:00,459.8248765,420.5224533,135.0353942
2444,2017-04-12 19:00,480.8799701,437.0386274,129.3521555
2445,2017-04-12 20:00,511.6861371,459.1875527,118.335529
2446,2017-04-12 21:00,533.1311079,473.3918412,103.3225257
2447,2017-04-12 22:00,543.371793,479.4215344,91.15679413
2448,2017-04-12 23:00,551.0610542,484.547016,83.30287021
2449,2017-04-13 00:00,541.9882606,482.4180447,79.78433475
2450,2017-04-13 01:00,545.6629649,485.050162,78.08579345
2451,2017-04-13 02:00,548.6348024,488.438704,78.26992901
2452,2017-04-13 03:00,546.4813833,485.9031974,79.85110773
2453,2017-04-13 04:00,545.510045,484.9093815,87.18089845
2454,2017-04-13 05:00,532.3983748,475.6127931,102.0916086
2455,2017-04-13 06:00,496.0647802,453.2308989,121.1121103
2456,2017-04-13 07:00,443.5783997,421.7577178,132.9998951
2457,2017-04-13 08:00,413.5128543,401.7117582,135.3302234
2458,2017-04-13 09:00,393.7075117,385.2201747,134.9992052
2459,2017-04-13 10:00,381.4235231,368.5308279,128.5490489
2460,2017-04-13 11:00,375.7658357,360.3772754,121.4226569
2461,2017-04-13 12:00,374.8717688,361.8128004,117.3477733
2462,2017-04-13 13:00,369.0144332,357.3400888,113.393024
2463,2017-04-13 14:00,365.7625174,351.5763869,120.176161
2464,2017-04-13 15:00,384.6779663,366.3321067,141.2508976
2465,2017-04-13 16:00,391.2527891,373.373883,142.0129473
2466,2017-04-13 17:00,409.2418745,388.8304758,133.9674207
2467,2017-04-13 18:00,432.3459222,407.4073274,129.0869984
2468,2017-04-13 19:00,455.1469331,422.9343616,124.7686295
2469,2017-04-13 20:00,462.8007177,428.8913365,115.3882887
2470,2017-04-13 21:00,474.4270112,437.9497895,105.2555907
2471,2017-04-13 22:00,488.5229862,445.4505045,93.83428958
2472,2017-04-13 23:00,505.999752,453.1777139,87.06641999
2473,2017-04-14 00:00,561.1243367,461.3249144,83.28206917
2474,2017-04-14 01:00,574.6089059,467.2989029,80.8861827
2475,2017-04-14 02:00,576.6769874,467.2507994,81.0450344
2476,2017-04-14 03:00,583.6544237,471.6391644,84.12534784
2477,2017-04-14 04:00,586.4491481,472.8475537,89.68436537
2478,2017-04-14 05:00,582.5783825,466.6158881,101.5743995
2479,2017-04-14 06:00,550.81031,444.0096007,119.3977401
2480,2017-04-14 07:00,508.8544373,418.5067619,129.0303012
2481,2017-04-14 08:00,480.4096921,400.5279947,128.5025319
2482,2017-04-14 09:00,461.2463877,385.1867696,128.6985742
2483,2017-04-14 10:00,438.1879799,378.2195721,123.9784436
2484,2017-04-14 11:00,427.8758612,372.0708705,118.1194058
2485,2017-04-14 12:00,431.9776878,374.2353087,114.3263573
2486,2017-04-14 13:00,439.8609259,377.122705,112.057611
2487,2017-04-14 14:00,440.7952033,377.9590118,119.4421852
2488,2017-04-14 15:00,445.2239669,382.3386151,138.8855094
2489,2017-04-14 16:00,456.2962802,390.6229419,141.550923
2490,2017-04-14 17:00,466.9075303,400.6782108,133.5456985
2491,2017-04-14 18:00,484.5758766,415.0667819,128.0356798
2492,2017-04-14 19:00,500.5109222,427.2377544,121.5270389
2493,2017-04-14 20:00,509.4447206,435.0662175,112.0808096
2494,2017-04-14 21:00,519.3563775,443.3855044,99.84791203
2495,2017-04-14 22:00,534.6602481,455.2905043,89.10127968
2496,2017-04-14 23:00,550.7803792,467.8452131,81.12743318
2497,2017-04-15 00:00,521.4355106,468.8783098,76.81396884
2498,2017-04-15 01:00,526.9413895,478.1443545,75.9006478
2499,2017-04-15 02:00,537.2401973,484.7021042,76.27033556
2500,2017-04-15 03:00,538.5946235,487.7618503,78.25077826
2501,2017-04-15 04:00,541.5678892,491.3064043,83.99424396
2502,2017-04-15 05:00,529.8491793,480.9286328,98.10362427
2503,2017-04-15 06:00,492.726845,448.6346488,118.9728276
2504,2017-04-15 07:00,457.5473856,418.1387124,131.2720177
2505,2017-04-15 08:00,421.0632427,385.5045193,135.9721889
2506,2017-04-15 09:00,386.377852,362.6468393,134.2774054
2507,2017-04-15 10:00,346.4245099,334.3945381,130.3514614
2508,2017-04-15 11:00,314.8415759,316.8476504,125.9827632
2509,2017-04-15 12:00,291.5428323,302.489307,124.566567
2510,2017-04-15 13:00,267.6850121,288.2372665,125.9382013
2511,2017-04-15 14:00,277.7338156,295.7597181,133.5655655
2512,2017-04-15 15:00,304.1859984,313.0969188,153.8494037
2513,2017-04-15 16:00,323.9392774,329.9939759,155.951484
2514,2017-04-15 17:00,355.0515093,349.5112365,147.8784082
2515,2017-04-15 18:00,393.473622,374.8864036,142.4887838
2516,2017-04-15 19:00,421.1594063,395.9754398,135.264884
2517,2017-04-15 20:00,444.8051401,410.10375,124.9498233
2518,2017-04-15 21:00,463.5462509,423.2766593,113.2108651
2519,2017-04-15 22:00,490.5622596,439.4251628,103.0975257
2520,2017-04-15 23:00,509.8323743,451.7384516,95.95975723
2521,2017-04-16 00:00,516.6522152,450.9147155,91.43474386
2522,2017-04-16 01:00,528.5475432,456.6875856,90.44916685
2523,2017-04-16 02:00,541.436724,464.8541876,89.49750645
2524,2017-04-16 03:00,546.6969483,465.4244303,92.06699819
2525,2017-04-16 04:00,543.1870909,461.3749895,96.88414777
2526,2017-04-16 05:00,511.2359956,442.0657804,109.6348595
2527,2017-04-16 06:00,444.3978417,404.3918792,125.9798681
2528,2017-04-16 07:00,378.6570037,362.3311083,136.781285
2529,2017-04-16 08:00,360.4227671,350.0588618,140.8983491
2530,2017-04-16 09:00,334.2840771,333.536736,138.22374
2531,2017-04-16 10:00,312.0597593,322.7418047,132.3456704
2532,2017-04-16 11:00,291.9543951,301.1213969,125.657981
2533,2017-04-16 12:00,290.2740714,298.332658,120.9637104
2534,2017-04-16 13:00,280.9221879,287.8303589,119.2226535
2535,2017-04-16 14:00,293.1570496,293.8564199,125.2862398
2536,2017-04-16 15:00,320.7031392,311.8702662,144.8982792
2537,2017-04-16 16:00,334.6091754,318.6672207,148.6175362
2538,2017-04-16 17:00,360.5292501,334.4017388,144.021846
2539,2017-04-16 18:00,390.5388806,351.7310378,139.7556496
2540,2017-04-16 19:00,424.1650571,368.2663177,136.2386831
2541,2017-04-16 20:00,445.444976,384.9199036,124.8643739
2542,2017-04-16 21:00,452.5812705,395.3349465,111.1538991
2543,2017-04-16 22:00,474.6738283,411.2770848,99.46816163
2544,2017-04-16 23:00,496.5724496,423.4866921,91.37032429
2545,2017-04-17 00:00,554.079963,435.0568796,87.93881751
2546,2017-04-17 01:00,573.669335,446.7876151,86.23332584
2547,2017-04-17 02:00,583.2154745,453.6823427,85.46519674
2548,2017-04-17 03:00,586.5101549,456.4141015,87.83455772
2549,2017-04-17 04:00,580.9029666,455.5902257,93.71515476
2550,2017-04-17 05:00,549.9742886,437.9205073,106.4740787
2551,2017-04-17 06:00,491.7802796,399.9300134,126.7065016
2552,2017-04-17 07:00,452.4812528,372.1498222,141.2174226
2553,2017-04-17 08:00,418.4431368,349.146169,146.1556586
2554,2017-04-17 09:00,385.3167877,327.2193053,148.2519813
2555,2017-04-17 10:00,353.6769092,304.6199413,143.890178
2556,2017-04-17 11:00,343.7763837,298.7313832,138.3638574
2557,2017-04-17 12:00,326.6963636,287.860232,134.7493486
2558,2017-04-17 13:00,314.1849013,277.7144309,134.6377041
2559,2017-04-17 14:00,318.0283373,287.4719433,143.299202
2560,2017-04-17 15:00,324.845164,288.3525736,171.4405391
2561,2017-04-17 16:00,340.9532924,297.1707834,174.1398105
2562,2017-04-17 17:00,383.8053965,324.2890169,162.7347109
2563,2017-04-17 18:00,423.8581513,351.2726396,156.1569594
2564,2017-04-17 19:00,462.2624994,379.9799151,145.0064081
2565,2017-04-17 20:00,490.6444988,402.5743508,127.0423451
2566,2017-04-17 21:00,516.1109895,419.9533355,110.9432199
2567,2017-04-17 22:00,524.3863504,430.0419734,100.8367214
2568,2017-04-17 23:00,539.2525363,439.8992476,95.46587444
2569,2017-04-18 00:00,545.4354922,451.1904364,94.26076867
2570,2017-04-18 01:00,558.4325502,461.5954199,94.04364285
2571,2017-04-18 02:00,565.397588,470.583779,96.54561834
2572,2017-04-18 03:00,573.3773521,478.2908226,105.8344848
2573,2017-04-18 04:00,572.8670569,479.3110807,124.4535235
2574,2017-04-18 05:00,541.7295305,455.9074674,131.0795065
2575,2017-04-18 06:00,502.4706723,422.3030602,124.7308504
2576,2017-04-18 07:00,451.0852481,387.1188996,119.7543474
2577,2017-04-18 08:00,408.2679038,363.7503253,114.0848628
2578,2017-04-18 09:00,389.5904493,345.0542771,110.6354645
2579,2017-04-18 10:00,385.7767595,332.2645681,108.3322554
2580,2017-04-18 11:00,371.1629564,318.5604735,105.0273276
2581,2017-04-18 12:00,363.3174685,307.9390034,105.4765443
2582,2017-04-18 13:00,357.9986888,301.6923911,109.534802
2583,2017-04-18 14:00,349.5300355,298.9790271,128.783854
2584,2017-04-18 15:00,345.5396087,296.8879372,162.3561954
2585,2017-04-18 16:00,370.6817539,311.3593624,164.7805365
2586,2017-04-18 17:00,406.6662324,333.8412841,155.0896437
2587,2017-04-18 18:00,436.7069936,355.6920079,149.1568249
2588,2017-04-18 19:00,467.4217194,380.8107552,145.4878741
2589,2017-04-18 20:00,484.868669,394.8132975,130.5990871
2590,2017-04-18 21:00,497.9330878,408.6458202,114.3800652
2591,2017-04-18 22:00,505.3832226,415.2003256,103.046014
2592,2017-04-18 23:00,521.4187887,431.7676299,98.54508527
2593,2017-04-19 00:00,494.6847453,441.7547987,98.39108819
2594,2017-04-19 01:00,504.6128932,450.5465796,99.82626235
2595,2017-04-19 02:00,505.6991786,449.3763217,101.4432627
2596,2017-04-19 03:00,514.728532,453.1586202,108.6672548
2597,2017-04-19 04:00,518.2368668,452.6804108,128.3634434
2598,2017-04-19 05:00,484.0793623,428.0782139,132.8192218
2599,2017-04-19 06:00,437.9772252,396.7820537,125.0950236
2600,2017-04-19 07:00,404.3329044,370.0790361,117.2225316
2601,2017-04-19 08:00,368.2636588,338.0806018,108.6599407
2602,2017-04-19 09:00,332.9094778,310.7692844,104.8262933
2603,2017-04-19 10:00,305.3569208,289.2679022,102.3253793
2604,2017-04-19 11:00,291.4494867,270.6326691,99.60545941
2605,2017-04-19 12:00,289.9098201,265.9436302,100.5392348
2606,2017-04-19 13:00,286.1415557,262.50706,106.2440837
2607,2017-04-19 14:00,287.3540216,265.4027817,121.3313311
2608,2017-04-19 15:00,292.3836068,276.3047666,154.6383691
2609,2017-04-19 16:00,306.8348325,292.1508095,157.0903966
2610,2017-04-19 17:00,325.6288431,315.8026564,149.0713117
2611,2017-04-19 18:00,359.525707,340.7782859,143.5464694
2612,2017-04-19 19:00,393.1440749,363.3407511,140.3715697
2613,2017-04-19 20:00,422.2328392,384.9720001,126.5078702
2614,2017-04-19 21:00,438.2641604,397.9836994,110.1441625
2615,2017-04-19 22:00,449.354564,407.0546841,97.74884076
2616,2017-04-19 23:00,471.4802438,419.3803885,90.99761405
2617,2017-04-20 00:00,464.8605713,417.7143969,89.01737891
2618,2017-04-20 01:00,472.5076065,421.0388523,88.52447165
2619,2017-04-20 02:00,480.214323,426.2572836,90.35722105
2620,2017-04-20 03:00,483.0016012,427.8977908,99.87684023
2621,2017-04-20 04:00,479.983632,423.9446891,118.0526818
2622,2017-04-20 05:00,448.2421617,402.6163987,125.1187306
2623,2017-04-20 06:00,403.9358257,374.7458807,117.5271558
2624,2017-04-20 07:00,364.1669537,352.0742795,112.4283794
2625,2017-04-20 08:00,307.8295129,314.5530437,107.7061514
2626,2017-04-20 09:00,269.3806377,283.1262114,104.9356899
2627,2017-04-20 10:00,258.6453352,268.2334261,102.8663657
2628,2017-04-20 11:00,247.005766,249.2761827,101.1603477
2629,2017-04-20 12:00,233.1033174,236.7752895,102.4345097
2630,2017-04-20 13:00,234.2079538,235.0170219,108.2555787
2631,2017-04-20 14:00,230.9978742,232.0804544,127.0764794
2632,2017-04-20 15:00,237.5044796,243.1754929,158.2410269
2633,2017-04-20 16:00,257.9080523,260.8934046,159.7622249
2634,2017-04-20 17:00,279.4185668,284.5116684,148.8746215
2635,2017-04-20 18:00,322.6526635,321.4822862,143.2191473
2636,2017-04-20 19:00,369.4029739,351.9623239,136.8796593
2637,2017-04-20 20:00,391.1218124,368.7457234,122.0938
2638,2017-04-20 21:00,415.9324164,386.8422157,103.0161887
2639,2017-04-20 22:00,429.9687828,394.5906911,92.29876334
2640,2017-04-20 23:00,439.1879748,405.4909898,84.90561379
2641,2017-04-21 00:00,494.4794437,416.1108353,81.16867822
2642,2017-04-21 01:00,499.7105163,421.5700862,79.5066008
2643,2017-04-21 02:00,511.0628905,428.3688915,79.64452737
2644,2017-04-21 03:00,515.9327984,432.1513426,86.71087008
2645,2017-04-21 04:00,523.6658279,435.6885336,104.9513739
2646,2017-04-21 05:00,497.0405792,417.7383924,114.2819308
2647,2017-04-21 06:00,448.7901588,381.7970069,110.6244317
2648,2017-04-21 07:00,416.1268558,353.7465172,108.8006796
2649,2017-04-21 08:00,368.8251854,312.7008618,105.7271369
2650,2017-04-21 09:00,340.4971017,289.4400445,103.1396482
2651,2017-04-21 10:00,321.1721066,276.8719273,102.7097652
2652,2017-04-21 11:00,308.4842949,269.2679145,102.1875934
2653,2017-04-21 12:00,303.6636315,264.7642756,105.2854953
2654,2017-04-21 13:00,277.7616119,249.2741156,113.5458206
2655,2017-04-21 14:00,268.4178037,242.4717512,126.9745007
2656,2017-04-21 15:00,277.5981139,248.2936212,156.7395991
2657,2017-04-21 16:00,303.7509113,267.5758599,161.6899642
2658,2017-04-21 17:00,333.3718517,289.7765533,149.9208077
2659,2017-04-21 18:00,370.3514099,319.7155486,140.7107649
2660,2017-04-21 19:00,414.3732123,353.6374735,135.2742865
2661,2017-04-21 20:00,454.3799497,381.3658957,124.8469146
2662,2017-04-21 21:00,472.918169,399.5671879,112.1178826
2663,2017-04-21 22:00,484.1385321,412.1148034,101.9521393
2664,2017-04-21 23:00,494.1213187,425.2398646,96.51953872
2665,2017-04-22 00:00,481.6528064,432.0336604,94.08404697
2666,2017-04-22 01:00,481.1280807,434.6505797,92.391696
2667,2017-04-22 02:00,491.2448418,444.6030231,91.94159045
2668,2017-04-22 03:00,497.7364073,451.0791833,93.70584025
2669,2017-04-22 04:00,500.2408544,454.2496586,100.5509909
2670,2017-04-22 05:00,476.5594441,427.0032863,114.8233294
2671,2017-04-22 06:00,432.3006684,381.6066132,132.0261494
2672,2017-04-22 07:00,399.6941003,351.4330938,137.4301984
2673,2017-04-22 08:00,371.3256817,327.3278753,136.0791387
2674,2017-04-22 09:00,333.0992209,298.5351242,130.8312355
2675,2017-04-22 10:00,296.2054513,272.3981037,125.4502677
2676,2017-04-22 11:00,256.7272476,249.0510492,121.0881034
2677,2017-04-22 12:00,225.1128313,231.8353364,116.977931
2678,2017-04-22 13:00,212.4155799,226.6230591,115.6343727
2679,2017-04-22 14:00,192.6717647,220.9885482,122.2763947
2680,2017-04-22 15:00,196.0058081,222.9370284,143.2310801
2681,2017-04-22 16:00,215.7052939,237.4403193,148.7019172
2682,2017-04-22 17:00,250.3579854,262.4975927,138.0354355
2683,2017-04-22 18:00,302.72755,298.3635111,132.3457373
2684,2017-04-22 19:00,354.0889392,332.9856881,129.8712099
2685,2017-04-22 20:00,385.8019098,357.1403176,119.7225874
2686,2017-04-22 21:00,415.3239413,379.9092528,107.0216912
2687,2017-04-22 22:00,426.5046496,387.8546541,95.22481378
2688,2017-04-22 23:00,432.451484,393.4197323,89.38819204
2689,2017-04-23 00:00,444.6481903,401.9797644,85.41045491
2690,2017-04-23 01:00,462.9757375,414.6682697,84.56078081
2691,2017-04-23 02:00,472.8527327,423.1097696,84.82734369
2692,2017-04-23 03:00,479.5717193,429.3504932,86.43766589
2693,2017-04-23 04:00,474.6954649,427.2251601,92.24720108
2694,2017-04-23 05:00,455.8738938,409.9816132,105.5529663
2695,2017-04-23 06:00,422.5347582,381.0104905,123.3791871
2696,2017-04-23 07:00,397.1780281,359.6284402,134.3547881
2697,2017-04-23 08:00,359.6974974,332.4387558,133.9878187
2698,2017-04-23 09:00,320.3562827,305.8033746,129.8322334
2699,2017-04-23 10:00,301.2601592,287.9113477,125.3685585
2700,2017-04-23 11:00,297.4584025,280.4846525,122.0378621
2701,2017-04-23 12:00,277.6185795,264.1357686,121.2498869
2702,2017-04-23 13:00,295.0285754,273.5492146,118.8870475
2703,2017-04-23 14:00,318.0766474,281.4923047,128.98085
2704,2017-04-23 15:00,322.187551,285.9616729,159.7869386
2705,2017-04-23 16:00,337.9665994,300.3461975,164.3467473
2706,2017-04-23 17:00,349.5810713,314.5050383,152.3387287
2707,2017-04-23 18:00,374.5124728,337.3579221,143.6249671
2708,2017-04-23 19:00,410.5598606,364.2161594,136.2562512
2709,2017-04-23 20:00,434.2312135,384.9439014,119.91051
2710,2017-04-23 21:00,454.19238,401.9651202,101.8873066
2711,2017-04-23 22:00,467.4855628,412.0565048,89.97696355
2712,2017-04-23 23:00,486.3332597,426.9301605,83.81641644
2713,2017-04-24 00:00,537.9580328,434.7531263,80.57129235
2714,2017-04-24 01:00,542.8900309,437.7469177,80.54914154
2715,2017-04-24 02:00,555.9394787,445.6951037,82.39834584
2716,2017-04-24 03:00,563.9411531,452.3739231,91.63738657
2717,2017-04-24 04:00,560.0417576,449.8075794,110.1907785
2718,2017-04-24 05:00,532.1978134,428.8384888,119.1390811
2719,2017-04-24 06:00,488.7239602,396.4896559,116.1293141
2720,2017-04-24 07:00,445.0065658,366.878081,113.4786389
2721,2017-04-24 08:00,403.7055246,341.5230803,112.6078668
2722,2017-04-24 09:00,359.2426452,311.8254654,111.3422086
2723,2017-04-24 10:00,343.8010225,297.2570335,109.0033597
2724,2017-04-24 11:00,334.592014,283.4216286,107.8959932
2725,2017-04-24 12:00,330.1444026,277.7283027,106.8768469
2726,2017-04-24 13:00,328.1102754,273.0963034,111.7608779
2727,2017-04-24 14:00,335.5661759,279.2327391,129.4865831
2728,2017-04-24 15:00,336.2604886,277.1848887,161.4353306
2729,2017-04-24 16:00,343.9191301,287.214454,159.0740369
2730,2017-04-24 17:00,361.8529178,306.5564052,148.7960436
2731,2017-04-24 18:00,395.5051457,336.510445,142.6076451
2732,2017-04-24 19:00,434.7631005,364.6031549,138.6489842
2733,2017-04-24 20:00,448.7159,379.0413653,125.6652092
2734,2017-04-24 21:00,461.152754,391.1896091,108.2747861
2735,2017-04-24 22:00,480.4877357,405.2397969,97.06219934
2736,2017-04-24 23:00,500.9509356,418.4798788,91.65192637
2737,2017-04-25 00:00,511.4652043,428.8891846,91.47990779
2738,2017-04-25 01:00,526.2450372,439.7948402,91.35416958
2739,2017-04-25 02:00,546.5813131,450.4174584,93.94417039
2740,2017-04-25 03:00,561.2446693,462.693515,103.7185168
2741,2017-04-25 04:00,560.4146929,463.0011666,120.0345751
